participant,item,type,condition,word_order,sol,time_bin_start_ms,time_bin_end_ms,agent_prop,patient_prop,n_samples
ZAL_b1,19,act,A,APV,1670.000000,1600,1650,0.940000,0.060000,50
ZAL_b1,19,act,A,APV,1670.000000,1650,1700,0.666667,0.333333,21
ZAL_b1,20,act,P,APV,1960.000000,0,50,0.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,50,100,0.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,100,150,0.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,150,200,0.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,200,250,0.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,250,300,0.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,300,350,0.000000,0.020000,50
ZAL_b1,20,act,P,APV,1960.000000,350,400,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,400,450,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,450,500,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,500,550,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,550,600,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,600,650,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,650,700,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,700,750,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,750,800,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,800,850,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,850,900,0.920000,0.080000,50
ZAL_b1,20,act,P,APV,1960.000000,900,950,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,950,1000,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1000,1050,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1050,1100,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1100,1150,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1150,1200,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1200,1250,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1250,1300,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1300,1350,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1350,1400,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1400,1450,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1450,1500,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1500,1550,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1600,1650,1.000000,0.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1650,1700,0.920000,0.080000,50
ZAL_b1,20,act,P,APV,1960.000000,1700,1750,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1750,1800,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1800,1850,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1850,1900,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1900,1950,0.000000,1.000000,50
ZAL_b1,20,act,P,APV,1960.000000,1950,2000,0.000000,1.000000,11
ZAL_b1,24,pass,none,APV,2640.000000,0,50,0.120000,0.880000,50
ZAL_b1,24,pass,none,APV,2640.000000,50,100,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,100,150,0.340000,0.660000,50
ZAL_b1,24,pass,none,APV,2640.000000,150,200,0.700000,0.300000,50
ZAL_b1,24,pass,none,APV,2640.000000,200,250,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,250,300,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,300,350,0.660000,0.340000,50
ZAL_b1,24,pass,none,APV,2640.000000,350,400,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,400,450,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,450,500,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,500,550,0.320000,0.680000,50
ZAL_b1,24,pass,none,APV,2640.000000,550,600,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,600,650,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,650,700,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,700,750,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,750,800,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,800,850,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,850,900,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,900,950,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,950,1000,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1000,1050,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1050,1100,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1100,1150,0.000000,1.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1150,1200,0.040000,0.960000,50
ZAL_b1,24,pass,none,APV,2640.000000,1200,1250,0.500000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1250,1300,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1300,1350,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1350,1400,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1400,1450,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1450,1500,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1500,1550,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1600,1650,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1650,1700,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1700,1750,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1750,1800,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1800,1850,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1850,1900,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1900,1950,0.160000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,1950,2000,0.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2000,2050,0.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2050,2100,0.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2100,2150,0.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2150,2200,0.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2200,2250,0.300000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2250,2300,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2300,2350,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2350,2400,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2400,2450,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2450,2500,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2500,2550,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2550,2600,1.000000,0.000000,50
ZAL_b1,24,pass,none,APV,2640.000000,2600,2650,1.000000,0.000000,41
ZAL_b1,3,act,none,APV,3611.000000,0,50,0.360000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,50,100,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,100,150,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,150,200,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,200,250,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,250,300,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,300,350,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,350,400,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,400,450,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,450,500,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,500,550,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,550,600,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,600,650,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,650,700,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,700,750,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,750,800,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,800,850,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,850,900,0.200000,0.800000,50
ZAL_b1,3,act,none,APV,3611.000000,900,950,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,950,1000,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1000,1050,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1050,1100,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1100,1150,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1150,1200,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1200,1250,0.200000,0.800000,50
ZAL_b1,3,act,none,APV,3611.000000,1250,1300,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1300,1350,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1350,1400,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1400,1450,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1450,1500,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1500,1550,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1600,1650,0.700000,0.300000,50
ZAL_b1,3,act,none,APV,3611.000000,1650,1700,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1700,1750,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1750,1800,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1800,1850,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1850,1900,0.000000,1.000000,50
ZAL_b1,3,act,none,APV,3611.000000,1900,1950,0.660000,0.340000,50
ZAL_b1,3,act,none,APV,3611.000000,1950,2000,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2000,2050,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2050,2100,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2100,2150,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2150,2200,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2200,2250,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2250,2300,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2300,2350,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2350,2400,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2400,2450,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2450,2500,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2500,2550,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2550,2600,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2600,2650,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2650,2700,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2700,2750,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2750,2800,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2800,2850,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2850,2900,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2900,2950,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,2950,3000,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3000,3050,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3050,3100,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3100,3150,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3150,3200,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3200,3250,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3250,3300,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3300,3350,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3350,3400,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3400,3450,1.000000,0.000000,50
ZAL_b1,3,act,none,APV,3611.000000,3450,3500,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,0,50,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,50,100,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,100,150,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,150,200,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,200,250,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,250,300,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,300,350,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,350,400,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,400,450,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,450,500,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,500,550,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,550,600,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,600,650,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,650,700,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,700,750,0.380000,0.620000,50
ZAL_b1,4,act,A,APV,3417.000000,750,800,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,800,850,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,850,900,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,900,950,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,950,1000,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1000,1050,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1050,1100,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1100,1150,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1150,1200,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1200,1250,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1250,1300,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1300,1350,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1350,1400,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1400,1450,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1450,1500,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1500,1550,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1600,1650,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1650,1700,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1700,1750,0.680000,0.320000,50
ZAL_b1,4,act,A,APV,3417.000000,1750,1800,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1800,1850,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1850,1900,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1900,1950,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,1950,2000,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2000,2050,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2050,2100,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2100,2150,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2150,2200,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2200,2250,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2250,2300,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2300,2350,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2350,2400,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2400,2450,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2450,2500,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2500,2550,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2550,2600,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2600,2650,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2650,2700,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2700,2750,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2750,2800,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2800,2850,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2850,2900,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2900,2950,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,2950,3000,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3000,3050,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3050,3100,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3100,3150,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3150,3200,0.000000,1.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3200,3250,0.220000,0.780000,50
ZAL_b1,4,act,A,APV,3417.000000,3250,3300,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3300,3350,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3350,3400,1.000000,0.000000,50
ZAL_b1,4,act,A,APV,3417.000000,3400,3450,1.000000,0.000000,18
ZAL_b1,5,pass,P,AV,2308.000000,0,50,0.960000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,50,100,0.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,100,150,0.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,150,200,0.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,200,250,0.140000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,250,300,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,300,350,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,350,400,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,400,450,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,450,500,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,500,550,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,550,600,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,600,650,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,650,700,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,700,750,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,750,800,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,800,850,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,850,900,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,900,950,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,950,1000,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1000,1050,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1050,1100,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1100,1150,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1150,1200,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1200,1250,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1250,1300,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1300,1350,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1350,1400,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1400,1450,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1450,1500,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1500,1550,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1600,1650,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1650,1700,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1700,1750,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1750,1800,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1800,1850,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1850,1900,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1900,1950,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,1950,2000,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2000,2050,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2050,2100,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2100,2150,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2150,2200,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2200,2250,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2250,2300,1.000000,0.000000,50
ZAL_b1,5,pass,P,AV,2308.000000,2300,2350,1.000000,0.000000,9
ZAL_b1,7,act,A,APV,2118.000000,0,50,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,50,100,0.600000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,100,150,0.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,150,200,0.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,200,250,0.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,250,300,0.300000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,300,350,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,350,400,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,400,450,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,450,500,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,500,550,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,550,600,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,600,650,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,650,700,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,700,750,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,750,800,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,800,850,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,850,900,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,900,950,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,950,1000,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1000,1050,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1050,1100,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1100,1150,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1150,1200,0.660000,0.340000,50
ZAL_b1,7,act,A,APV,2118.000000,1200,1250,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1250,1300,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1300,1350,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1350,1400,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1400,1450,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1450,1500,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1500,1550,0.960000,0.040000,50
ZAL_b1,7,act,A,APV,2118.000000,1550,1600,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1600,1650,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1650,1700,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1700,1750,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1750,1800,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1800,1850,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1850,1900,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1900,1950,1.000000,0.000000,50
ZAL_b1,7,act,A,APV,2118.000000,1950,2000,0.380000,0.620000,50
ZAL_b1,7,act,A,APV,2118.000000,2000,2050,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,2050,2100,0.000000,1.000000,50
ZAL_b1,7,act,A,APV,2118.000000,2100,2150,0.000000,1.000000,19
ZAL_b1,9,act,none,APV,2153.000000,0,50,0.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,50,100,0.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,100,150,0.640000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,150,200,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,200,250,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,250,300,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,300,350,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,350,400,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,400,450,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,450,500,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,500,550,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,550,600,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,600,650,1.000000,0.000000,50
ZAL_b1,9,act,none,APV,2153.000000,650,700,0.040000,0.960000,50
ZAL_b1,9,act,none,APV,2153.000000,700,750,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,750,800,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,800,850,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,850,900,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,900,950,0.000000,1.000000,50
ZAL_b1,9,act,none,APV,2153.000000,950,1000,0.000000,1.000000,50
