window_key,window,participant,asc_file,block,image,sentence_type,patient_animacy,agent_num,patient_num,condition_key,condition,filename_suffix,rt,time_bin50,time_rel,agent_prop,patient_prop,n_samples,item,time,N,agent.sum,pat.sum,log.agent,wts.agent,log.pat,wts.pat,contrast_code,participant_condition
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,14,0.7,0,0,50,burn-1-2-l.png,0.7,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,15,0.75,0,0,50,burn-1-2-l.png,0.75,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,16,0.8,0,0.12,50,burn-1-2-l.png,0.8,50,0,6,-4.61512051684126,2.01980198019802,-1.9236870122706031,0.1763180639585134,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,17,0.85,0,1,50,burn-1-2-l.png,0.85,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,18,0.9,0,1,50,burn-1-2-l.png,0.9,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,19,0.95,0,1,50,burn-1-2-l.png,0.95,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,59,burn-1-2-l.png,direct,inanimate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,2898,20,1,0,1,50,burn-1-2-l.png,1,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,0,0,1,0,49,call-1-1-r.png,0,49,49,0,4.59511985013459,2.0202020202020203,-4.59511985013459,2.0202020202020203,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,1,0.05,1,0,50,call-1-1-r.png,0.05,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,2,0.1,0.26,0.64,50,call-1-1-r.png,0.1,50,13,32,-1.0216512475319814,0.10074074074074074,0.5634693572514127,0.08482328482328483,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,3,0.15,0,1,50,call-1-1-r.png,0.15,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,4,0.2,0,1,50,call-1-1-r.png,0.2,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,5,0.25,0,1,50,call-1-1-r.png,0.25,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,6,0.3,0,1,50,call-1-1-r.png,0.3,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,7,0.35,0,1,50,call-1-1-r.png,0.35,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,8,0.4,0,1,50,call-1-1-r.png,0.4,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,9,0.45,0,0.74,50,call-1-1-r.png,0.45,50,0,37,-4.61512051684126,2.01980198019802,1.0216512475319812,0.10074074074074074,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,10,0.5,0,0,50,call-1-1-r.png,0.5,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,11,0.55,0,0,50,call-1-1-r.png,0.55,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,12,0.6,0,0.32,50,call-1-1-r.png,0.6,50,0,16,-4.61512051684126,2.01980198019802,-0.7375989431307791,0.08959156785243742,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,13,0.65,0,1,50,call-1-1-r.png,0.65,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,14,0.7,0,1,50,call-1-1-r.png,0.7,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,15,0.75,0,1,50,call-1-1-r.png,0.75,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,16,0.8,0,1,50,call-1-1-r.png,0.8,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,17,0.85,0,1,50,call-1-1-r.png,0.85,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,18,0.9,0,1,50,call-1-1-r.png,0.9,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,19,0.95,0,1,50,call-1-1-r.png,0.95,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01.asc,4,call-1-1-r.png,direct,animate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1353,20,1,0.22,0.7,50,call-1-1-r.png,1,50,11,35,-1.2339536365378718,0.11227297743533296,0.8286926725561693,0.09268514311676511,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,0,0,1,0,49,call-1-2-l.png,0,49,49,0,4.59511985013459,2.0202020202020203,-4.59511985013459,2.0202020202020203,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,1,0.05,1,0,50,call-1-2-l.png,0.05,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,2,0.1,1,0,50,call-1-2-l.png,0.1,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,3,0.15,1,0,50,call-1-2-l.png,0.15,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,4,0.2,1,0,50,call-1-2-l.png,0.2,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,5,0.25,1,0,50,call-1-2-l.png,0.25,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,6,0.3,1,0,50,call-1-2-l.png,0.3,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,7,0.35,1,0,50,call-1-2-l.png,0.35,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,8,0.4,1,0,50,call-1-2-l.png,0.4,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,9,0.45,1,0,50,call-1-2-l.png,0.45,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,10,0.5,1,0,50,call-1-2-l.png,0.5,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,11,0.55,1,0,50,call-1-2-l.png,0.55,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,12,0.6,1,0,50,call-1-2-l.png,0.6,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,13,0.65,1,0,50,call-1-2-l.png,0.65,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,14,0.7,1,0,50,call-1-2-l.png,0.7,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,15,0.75,1,0,50,call-1-2-l.png,0.75,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,16,0.8,0.36,0,50,call-1-2-l.png,0.8,50,18,0,-0.5634693572514127,0.08482328482328483,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,17,0.85,0,0,50,call-1-2-l.png,0.85,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,18,0.9,0,0,50,call-1-2-l.png,0.9,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,19,0.95,0,0,50,call-1-2-l.png,0.95,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,45,call-1-2-l.png,direct,animate,1,2,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,3003,20,1,0,0,50,call-1-2-l.png,1,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,-1,К01.direct_1_agent_2_patients
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,0,0,0,0,49,carry-1-1-r.png,0,49,0,0,-4.59511985013459,2.0202020202020203,-4.59511985013459,2.0202020202020203,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,1,0.05,0,0,50,carry-1-1-r.png,0.05,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,2,0.1,0,0,50,carry-1-1-r.png,0.1,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,3,0.15,0,0,50,carry-1-1-r.png,0.15,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,4,0.2,0,0.48,50,carry-1-1-r.png,0.2,50,0,24,-4.61512051684126,2.01980198019802,-0.07847161544149521,0.07855217558721601,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,5,0.25,0,1,50,carry-1-1-r.png,0.25,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,6,0.3,0,0.88,50,carry-1-1-r.png,0.3,50,0,44,-4.61512051684126,2.01980198019802,1.9236870122706031,0.1763180639585134,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,7,0.35,0,0,50,carry-1-1-r.png,0.35,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,8,0.4,0,0,50,carry-1-1-r.png,0.4,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,9,0.45,0,0,50,carry-1-1-r.png,0.45,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,10,0.5,0,0,50,carry-1-1-r.png,0.5,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,11,0.55,0,0,50,carry-1-1-r.png,0.55,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,12,0.6,0,0,50,carry-1-1-r.png,0.6,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,13,0.65,0,0.4,50,carry-1-1-r.png,0.65,50,0,20,-4.61512051684126,2.01980198019802,-0.3973017974690035,0.08156737305077968,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,14,0.7,0,1,50,carry-1-1-r.png,0.7,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,43,carry-1-1-r.png,direct,inanimate,1,1,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,2850,15,0.75,0,1,50,carry-1-1-r.png,0.75,50,0,50,-4.61512051684126,2.01980198019802,4.61512051684126,2.01980198019802,1,К01.direct_1_agent_1_patient
